count,from,to,timeframe,start,end
252,arismanan_m,kemendesa,93,1/15/2021 1:15,1/19/2021 23:07
253,arismanan_m,malik_haramain,93,1/15/2021 1:15,1/19/2021 23:07
254,arismanan_m,berandadesaid,93,1/15/2021 1:15,1/19/2021 23:07
255,arismanan_m,tppkemendes,93,1/15/2021 1:15,1/19/2021 23:07
256,arismanan_m,halimiskandarnu,93,1/15/2021 1:15,1/19/2021 23:07
257,arismanan_m,jokowi,93,1/15/2021 1:15,1/19/2021 23:07
258,arismanan_m,kpp_pa,93,1/15/2021 1:15,1/19/2021 23:07
259,arismanan_m,azzameldzikrie,93,1/15/2021 1:15,1/19/2021 23:07
260,arismanan_m,taufikmadjid71,93,1/15/2021 1:15,1/19/2021 23:07
261,arismanan_m,fachrilabalado,93,1/15/2021 1:15,1/19/2021 23:07
262,arismanan_m,yusradaridesa,93,1/15/2021 1:15,1/19/2021 23:07
263,arismanan_m,imansyukri,93,1/15/2021 1:15,1/19/2021 23:07
264,mustakimdahari,fachrilabalado,94,1/15/2021 1:21,1/19/2021 23:07
265,mustakimdahari,jokowi,94,1/15/2021 1:21,1/19/2021 23:07
266,mustakimdahari,malik_haramain,94,1/15/2021 1:21,1/19/2021 23:07
267,mustakimdahari,tppkemendes,94,1/15/2021 1:21,1/19/2021 23:07
268,mustakimdahari,halimiskandarnu,94,1/15/2021 1:21,1/19/2021 23:07
269,mustakimdahari,kemendesa,94,1/15/2021 1:21,1/19/2021 23:07
270,mustakimdahari,taufikmadjid71,94,1/15/2021 1:21,1/19/2021 23:07
271,nirwanzulkifli,taufikmadjid71,95,1/15/2021 1:22,1/19/2021 23:07
272,nirwanzulkifli,azzahramel,95,1/15/2021 1:22,1/19/2021 23:07
273,nirwanzulkifli,tppkemendes,95,1/15/2021 1:22,1/19/2021 23:07
274,nirwanzulkifli,fachrilabalado,95,1/15/2021 1:22,1/19/2021 23:07
275,nirwanzulkifli,halimiskandarnu,95,1/15/2021 1:22,1/19/2021 23:07
276,nirwanzulkifli,malik_haramain,95,1/15/2021 1:22,1/19/2021 23:07
277,nirwanzulkifli,imamsyukri,95,1/15/2021 1:22,1/19/2021 23:07
278,nirwanzulkifli,p3md_sulsel,95,1/15/2021 1:22,1/19/2021 23:07
279,nirwanzulkifli,jokowi,95,1/15/2021 1:22,1/19/2021 23:07
280,nirwanzulkifli,kemendesa,95,1/15/2021 1:22,1/19/2021 23:07
281,andiante70,imansyukri,96,1/15/2021 1:28,1/19/2021 23:07
282,andiante70,kemendesa,96,1/15/2021 1:28,1/19/2021 23:07
283,andiante70,malik_haramain,96,1/15/2021 1:28,1/19/2021 23:07
284,andiante70,berandadesaid,96,1/15/2021 1:28,1/19/2021 23:07
285,andiante70,tppkemendes,96,1/15/2021 1:28,1/19/2021 23:07
286,andiante70,halimiskandarnu,96,1/15/2021 1:28,1/19/2021 23:07
287,andiante70,jokowi,96,1/15/2021 1:28,1/19/2021 23:07
288,andiante70,kpp_pa,96,1/15/2021 1:28,1/19/2021 23:07
289,andiante70,azzameldzikrie,96,1/15/2021 1:28,1/19/2021 23:07
290,andiante70,taufikmadjid71,96,1/15/2021 1:28,1/19/2021 23:07
291,andiante70,fachrilabalado,96,1/15/2021 1:28,1/19/2021 23:07
292,akhmadsuryant10,halimiskandarnu,97,1/15/2021 1:42,1/19/2021 23:07
293,akhmadsuryant10,jokowi,97,1/15/2021 1:42,1/19/2021 23:07
294,akhmadsuryant10,kpp_pa,97,1/15/2021 1:42,1/19/2021 23:07
295,akhmadsuryant10,azzameldzikrie,97,1/15/2021 1:42,1/19/2021 23:07
296,akhmadsuryant10,taufikmadjid71,97,1/15/2021 1:42,1/19/2021 23:07
297,akhmadsuryant10,fachrilabalado,97,1/15/2021 1:42,1/19/2021 23:07
298,akhmadsuryant10,imansyukri,97,1/15/2021 1:42,1/19/2021 23:07
299,akhmadsuryant10,kemendesa,97,1/15/2021 1:42,1/19/2021 23:07
300,akhmadsuryant10,malik_haramain,97,1/15/2021 1:42,1/19/2021 23:07
301,akhmadsuryant10,berandadesaid,97,1/15/2021 1:42,1/19/2021 23:07
302,akhmadsuryant10,tppkemendes,97,1/15/2021 1:42,1/19/2021 23:07
303,mecky_tumbuan,berandadesaid,98,1/15/2021 1:45,1/19/2021 23:07
304,mecky_tumbuan,tppkemendes,98,1/15/2021 1:45,1/19/2021 23:07
305,mecky_tumbuan,halimiskandarnu,98,1/15/2021 1:45,1/19/2021 23:07
306,mecky_tumbuan,jokowi,98,1/15/2021 1:45,1/19/2021 23:07
307,mecky_tumbuan,kpp_pa,98,1/15/2021 1:45,1/19/2021 23:07
308,mecky_tumbuan,azzameldzikrie,98,1/15/2021 1:45,1/19/2021 23:07
309,mecky_tumbuan,taufikmadjid71,98,1/15/2021 1:45,1/19/2021 23:07
310,mecky_tumbuan,fachrilabalado,98,1/15/2021 1:45,1/19/2021 23:07
311,mecky_tumbuan,imansyukri,98,1/15/2021 1:45,1/19/2021 23:07
312,mecky_tumbuan,kemendesa,98,1/15/2021 1:45,1/19/2021 23:07
313,mecky_tumbuan,malik_haramain,98,1/15/2021 1:45,1/19/2021 23:07
314,1071klitefm,1071klitefm,99,1/15/2021 1:47,1/19/2021 23:07
315,nirwanzulkifli,kpp_pa,100,1/15/2021 2:06,1/19/2021 23:07
316,nirwanzulkifli,halimiskandarnu,100,1/15/2021 2:06,1/19/2021 23:07
317,nirwanzulkifli,malik_haramain,100,1/15/2021 2:06,1/19/2021 23:07
318,nirwanzulkifli,imamsyukri,100,1/15/2021 2:06,1/19/2021 23:07
319,nirwanzulkifli,jokowi,100,1/15/2021 2:06,1/19/2021 23:07
320,nirwanzulkifli,kemendesa,100,1/15/2021 2:06,1/19/2021 23:07
321,nirwanzulkifli,taufikmadjid71,100,1/15/2021 2:06,1/19/2021 23:07
322,nirwanzulkifli,berandadesaid,100,1/15/2021 2:06,1/19/2021 23:07
323,nirwanzulkifli,tppkemendes,100,1/15/2021 2:06,1/19/2021 23:07
324,nirwanzulkifli,fachrilabalado,100,1/15/2021 2:06,1/19/2021 23:07
325,erickfe73143107,polres_karimun,101,1/15/2021 2:22,1/19/2021 23:07
326,erickfe73143107,adenan_as,101,1/15/2021 2:22,1/19/2021 23:07
327,erickfe73143107,rickytelor,101,1/15/2021 2:22,1/19/2021 23:07
328,rahmat_kaisar02,malik_haramain,102,1/15/2021 2:49,1/19/2021 23:07
329,rahmat_kaisar02,berandadesaid,102,1/15/2021 2:49,1/19/2021 23:07
330,rahmat_kaisar02,tppisultra,102,1/15/2021 2:49,1/19/2021 23:07
331,rahmat_kaisar02,halimiskandarnu,102,1/15/2021 2:49,1/19/2021 23:07
332,rahmat_kaisar02,jokowi,102,1/15/2021 2:49,1/19/2021 23:07
333,rahmat_kaisar02,kpp_pa,102,1/15/2021 2:49,1/19/2021 23:07
334,rahmat_kaisar02,azzameldzikrie,102,1/15/2021 2:49,1/19/2021 23:07
335,rahmat_kaisar02,taufikmadjid71,102,1/15/2021 2:49,1/19/2021 23:07
336,rahmat_kaisar02,fachrilabalado,102,1/15/2021 2:49,1/19/2021 23:07
337,rahmat_kaisar02,tppkemendes,102,1/15/2021 2:49,1/19/2021 23:07
338,rahmat_kaisar02,imansyukri,102,1/15/2021 2:49,1/19/2021 23:07
339,rahmat_kaisar02,kemendesa,102,1/15/2021 2:49,1/19/2021 23:07
340,buryanwahid2,azzameldzikrie,103,1/15/2021 3:08,1/19/2021 23:07
341,buryanwahid2,taufikmajid,103,1/15/2021 3:08,1/19/2021 23:07
